Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Product,Spreadsheet: Question,Spreadsheet: Discount 1,Spreadsheet: Discount 2,Spreadsheet: Discount 3,Spreadsheet: Discount 4,Spreadsheet: correct,Spreadsheet: rand_flag,Manipulation: Spreadsheet,branch-8m3o
26,1747166442985,"13/05/2025, 20:00:42",1747148442985,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Image,13677.500000047687,13674.800000000003,13677.500000047687,13677.500000047687,13674.800000000003,13677.500000047687,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
27,1747166442985,"13/05/2025, 20:00:42",1747148442985,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Question,13677.59999995232,13674.800000000003,13677.59999995232,13677.59999995232,13674.800000000003,13677.59999995232,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
28,1747166442985,"13/05/2025, 20:00:42",1747148442985,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 1,13677.70000009537,13674.800000000003,13677.70000009537,13677.70000009537,13674.800000000003,13677.70000009537,1,369.3000000000029,0.0270058794278529,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
29,1747166442985,"13/05/2025, 20:00:42",1747148442985,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 2,13677.70000009537,13674.800000000003,13677.70000009537,13677.70000009537,13674.800000000003,13677.70000009537,1,1485.800000000003,0.10865241173545519,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
30,1747166442985,"13/05/2025, 20:00:42",1747148442985,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 3,13677.70000009537,13674.800000000003,13677.70000009537,13677.70000009537,13674.800000000003,13677.70000009537,1,6761.800000000003,0.4944715827653788,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
31,1747166442986,"13/05/2025, 20:00:42",1747148442986,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 4,13677.800000000003,13674.800000000003,13677.800000000003,13677.800000000003,13674.800000000003,13677.800000000003,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
32,1747166442986,"13/05/2025, 20:00:42",1747148442986,-5,"13/05/2025, 10:00:42",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,response,Position 1,13678.59999995232,13674.800000000003,13678.59999995232,13678.59999995232,13674.800000000003,13678.59999995232,1,0,0,,Trigger - Response,Option 1,6,object-353,4 Discounts Fatigue,Desk Organizer.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$25 (Deal: $3 off),$25 (Deal: now $23),$40 (Deal: buy 1 get 1 free),$25 (Deal: 5% off),answer3,fatigue,,consent
33,1747166443170,"13/05/2025, 20:00:43",1747148443170,-5,"13/05/2025, 10:00:43",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,info,Recording Uploaded: 226813-8/13415604/task-fsrg/46152529-mousetracking-3-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
34,1747166443170,"13/05/2025, 20:00:43",1747148443170,-5,"13/05/2025, 10:00:43",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,1,4 Discounts Fatigue,Screen 4,x3tj3z,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46152529?filename=mousetracking-3-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
35,1747166443936,"13/05/2025, 20:00:43",1747148443936,-5,"13/05/2025, 10:00:43",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 2,tvnvuc,1,continue,,953.4000000953674,950.1999999999971,953.4000000953674,953.4000000953674,950.1999999999971,953.4000000953674,1,0,0,,Click To Continue,Continue Button,2,object-107,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
36,1747166478283,"13/05/2025, 20:01:18",1747148478283,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,response,$50 (Deal: now $42),34350.50000004769,34347.600000000006,34350.50000004769,34350.50000004769,34347.600000000006,34350.50000004769,1,0,0,,Trigger - Response,Option 2,6,object-122,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
37,1747166478285,"13/05/2025, 20:01:18",1747148478285,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Image,34352.59999995232,34347.600000000006,34352.59999995232,34352.59999995232,34347.600000000006,34352.59999995232,1,378.8000000000029,0.0110284270225577,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
38,1747166478285,"13/05/2025, 20:01:18",1747148478285,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Question,34352.8,34347.600000000006,34352.8,34352.8,34347.600000000006,34352.8,1,4600.100000000006,0.13392784357567938,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
39,1747166478286,"13/05/2025, 20:01:18",1747148478286,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Option 1,34352.899999904635,34347.600000000006,34352.899999904635,34352.899999904635,34347.600000000006,34352.899999904635,1,1324.800000000003,0.03857038046326389,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
40,1747166478286,"13/05/2025, 20:01:18",1747148478286,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Option 2,34353.09999995232,34347.600000000006,34353.09999995232,34353.09999995232,34347.600000000006,34353.09999995232,1,67358.00000000001,1.961068604502207,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
41,1747166478286,"13/05/2025, 20:01:18",1747148478286,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,action,Option 3,34353.20000009537,34347.600000000006,34353.20000009537,34353.20000009537,34347.600000000006,34353.20000009537,1,0,0,,Mousetracking,screen,0,screen,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
42,1747166478287,"13/05/2025, 20:01:18",1747148478287,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,response,Position 2,34354.20000009537,34347.600000000006,34354.20000009537,34354.20000009537,34347.600000000006,34354.20000009537,1,0,0,,Trigger - Response,Option 2,6,object-122,3 Discounts Fatigue,Scented Candle (Gift Pack).png,Which of the following products do you prefer to buy?,$50 (Deal: $5 off),$50 (Deal: now $42),$50 (Deal: 10% off),,answer3,fatigue,,consent
43,1747166478470,"13/05/2025, 20:01:18",1747148478470,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,info,Recording Uploaded: 226813-8/13415604/task-fsrg/46152529-mousetracking-4-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
44,1747166478470,"13/05/2025, 20:01:18",1747148478470,-5,"13/05/2025, 10:01:18",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,1,3 Discounts Fatigue,Screen 1,7ej6b1,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46152529?filename=mousetracking-4-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
45,1747166479561,"13/05/2025, 20:01:19",1747148479561,-5,"13/05/2025, 10:01:19",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 2,loinwi,1,continue,,1280.6000000953645,1273.8999999999942,1280.6000000953645,1280.6000000953645,1273.8999999999942,1280.6000000953645,1,0,0,,Click To Continue,Continue Button,2,object-111,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
46,1747166482773,"13/05/2025, 20:01:22",1747148482773,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,response,$320 (Deal: $50 off),3217.9000000000087,3209.600000000006,3217.9000000000087,3217.9000000000087,3209.600000000006,3217.9000000000087,1,0,0,,Trigger - Response,Option 2,5,object-316,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
47,1747166482773,"13/05/2025, 20:01:22",1747148482773,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Image,3217.9000000000087,3209.600000000006,3217.9000000000087,3217.9000000000087,3209.600000000006,3217.9000000000087,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
48,1747166482773,"13/05/2025, 20:01:22",1747148482773,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Question,3217.9000000000087,3209.600000000006,3217.9000000000087,3217.9000000000087,3209.600000000006,3217.9000000000087,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
49,1747166482773,"13/05/2025, 20:01:22",1747148482773,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Option 1,3217.9000000000087,3209.600000000006,3217.9000000000087,3217.9000000000087,3209.600000000006,3217.9000000000087,1,0,0,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
50,1747166482774,"13/05/2025, 20:01:22",1747148482774,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,action,Option 2,3217.9000000000087,3209.600000000006,3217.9000000000087,3217.9000000000087,3209.600000000006,3217.9000000000087,1,367.09999999999127,0.11437562313060524,,Mousetracking,screen,0,screen,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
51,1747166482775,"13/05/2025, 20:01:22",1747148482775,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,2 Discounts Fatigue,Screen 1,a8my66,2,response,Position 2,3217.9000000000087,3209.600000000006,3217.9000000000087,3217.9000000000087,3209.600000000006,3217.9000000000087,1,0,0,,Trigger - Response,Option 2,5,object-316,2 Discounts Fatigue,Air Purifier.png,Which of the following products do you prefer to buy?,$320 (Deal: 20% off),$320 (Deal: $50 off),,,answer1,fatigue,,consent
52,1747166482872,"13/05/2025, 20:01:22",1747148482872,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,2,2 Discounts Fatigue,Screen 1,a8my66,2,info,Recording Uploaded: 226813-8/13415604/task-fsrg/46152529-mousetracking-5-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
53,1747166482872,"13/05/2025, 20:01:22",1747148482872,-5,"13/05/2025, 10:01:22",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,2,2 Discounts Fatigue,Screen 1,a8my66,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46152529?filename=mousetracking-5-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
54,1747166483763,"13/05/2025, 20:01:23",1747148483763,-5,"13/05/2025, 10:01:23",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 5,drlp1q,1,continue,,998.0000000000146,989.8000000000029,998.0000000000146,998.0000000000146,989.8000000000029,998.0000000000146,1,0,0,,Click To Continue,Continue Button,2,object-73,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
55,1747166487294,"13/05/2025, 20:01:27",1747148487294,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,response,$75 (Deal: buy 1 get 1 25% off),3540.3000000953616,3537.399999999994,3540.3000000953616,3540.3000000953616,3537.399999999994,3540.3000000953616,1,0,0,,Trigger - Response,Option 3,8,object-355,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
56,1747166487294,"13/05/2025, 20:01:27",1747148487294,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Image,3540.600000047678,3537.399999999994,3540.600000047678,3540.600000047678,3537.399999999994,3540.600000047678,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
57,1747166487297,"13/05/2025, 20:01:27",1747148487297,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Question,3543.899999999994,3537.399999999994,3543.899999999994,3543.899999999994,3537.399999999994,3543.899999999994,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
58,1747166487298,"13/05/2025, 20:01:27",1747148487298,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 1,3544.100000047678,3537.399999999994,3544.100000047678,3544.100000047678,3537.399999999994,3544.100000047678,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
59,1747166487298,"13/05/2025, 20:01:27",1747148487298,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 2,3544.3000000953616,3537.399999999994,3544.3000000953616,3544.3000000953616,3537.399999999994,3544.3000000953616,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
60,1747166487298,"13/05/2025, 20:01:27",1747148487298,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 3,3544.600000047678,3537.399999999994,3544.600000047678,3544.600000047678,3537.399999999994,3544.600000047678,1,188.6999999999971,0.05334426414880913,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
61,1747166487298,"13/05/2025, 20:01:27",1747148487298,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,action,Option 4,3544.6999999523105,3537.399999999994,3544.6999999523105,3544.6999999523105,3537.399999999994,3544.6999999523105,1,0,0,,Mousetracking,screen,0,screen,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
62,1747166487300,"13/05/2025, 20:01:27",1747148487300,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,response,Position 3,3545.699999999997,3537.399999999994,3545.699999999997,3545.699999999997,3537.399999999994,3545.699999999997,1,0,0,,Trigger - Response,Option 3,8,object-355,4 Discounts Fatigue,Monitor Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$50 (Deal: now $42),$50 (Deal: 12% off),$75 (Deal: buy 1 get 1 25% off),$50 (Deal: $6 off),answer1,fatigue,,consent
63,1747166487670,"13/05/2025, 20:01:27",1747148487670,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,info,Recording Uploaded: 226813-8/13415604/task-fsrg/46152529-mousetracking-6-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
64,1747166487670,"13/05/2025, 20:01:27",1747148487670,-5,"13/05/2025, 10:01:27",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,,2,4 Discounts Fatigue,Screen 4,x3tj3z,2,info,Recording Uploaded: https://app.gorilla.sc/uploads/schedule/46152529?filename=mousetracking-6-2.csv,,,,,,,,,,,Mousetracking,screen,0,0,,,,,,,,,,,consent
65,1747166488855,"13/05/2025, 20:01:28",1747148488855,-5,"13/05/2025, 10:01:28",226813,8,task-fsrg,,46152529,13415604,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1512x982,1512x857,,Discount Framing Task,6,Spreadsheet1,2,3 Discounts Fatigue,Screen 2,tvnvuc,1,continue,,1563.5999999046326,1560.1000000000058,1563.5999999046326,1563.5999999046326,1560.1000000000058,1563.5999999046326,1,0,0,,Click To Continue,Continue Button,2,object-107,3 Discounts Fatigue,Laptop Stand.png,You need to buy 2 of the same product. Which of the following products do you prefer to buy?,$45 (Deal: 10% off),$60 (Deal: buy 2 get 1 free),$45 (Deal: now $39),,answer1,fatigue,,consent
